gene_callers_id	source	accession	function	e_value
g48224.t1	KeggGhostKoala	K14490	 AHP; histidine-containing phosphotransfer peotein	0
g3862.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g5297.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g13125.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g13125.t3	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g13126.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g13126.t2	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g13127.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g16226.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g21642.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g27391.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g29272.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g34971.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g35427.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g39210.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g44324.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g49823.t1	KeggGhostKoala	K14491	 ARR-B; two-component response regulator ARR-B family	0
g3466.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g7527.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g7858.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g19940.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g29345.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g29811.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g33809.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g33869.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g34101.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g38604.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g39927.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g47975.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g50450.t1	KeggGhostKoala	K14492	 ARR-A; two-component response regulator ARR-A family	0
g2637.t1	KeggGhostKoala	K14493	 GID1; gibberellin receptor GID1 [EC:3.-.-.-]	0
g47340.t1	KeggGhostKoala	K14493	 GID1; gibberellin receptor GID1 [EC:3.-.-.-]	0
g3974.t1	KeggGhostKoala	K14494	 DELLA; DELLA protein	0
g13460.t1	KeggGhostKoala	K14494	 DELLA; DELLA protein	0
g16375.t1	KeggGhostKoala	K14494	 DELLA; DELLA protein	0
g21452.t1	KeggGhostKoala	K14494	 DELLA; DELLA protein	0
g22220.t1	KeggGhostKoala	K14494	 DELLA; DELLA protein	0
g30364.t1	KeggGhostKoala	K14494	 DELLA; DELLA protein	0
g34451.t1	KeggGhostKoala	K14494	 DELLA; DELLA protein	0
g1643.t1	KeggGhostKoala	K14495	 GID2, SLY1; F-box protein GID2	0
g36809.t1	KeggGhostKoala	K14495	 GID2, SLY1; F-box protein GID2	0
g96.t1	KeggGhostKoala	K14496	 PYL; abscisic acid receptor PYR/PYL family	0
g1401.t1	KeggGhostKoala	K14496	 PYL; abscisic acid receptor PYR/PYL family	0
g1595.t1	KeggGhostKoala	K14496	 PYL; abscisic acid receptor PYR/PYL family	0
g4171.t1	KeggGhostKoala	K14496	 PYL; abscisic acid receptor PYR/PYL family	0
g6289.t1	KeggGhostKoala	K14496	 PYL; abscisic acid receptor PYR/PYL family	0
g23039.t1	KeggGhostKoala	K14496	 PYL; abscisic acid receptor PYR/PYL family	0
g25397.t1	KeggGhostKoala	K14496	 PYL; abscisic acid receptor PYR/PYL family	0
g41250.t1	KeggGhostKoala	K14496	 PYL; abscisic acid receptor PYR/PYL family	0
g46729.t1	KeggGhostKoala	K14496	 PYL; abscisic acid receptor PYR/PYL family	0
g811.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g7341.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g8603.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g9543.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g9543.t2	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g17564.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g25179.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g26964.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g34073.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g35541.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g37274.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g37275.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g37435.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g44814.t1	KeggGhostKoala	K14497	 PP2C; protein phosphatase 2C [EC:3.1.3.16]	0
g4276.t1	KeggGhostKoala	K14498	 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]	0
g8635.t1	KeggGhostKoala	K14498	 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]	0
g9364.t1	KeggGhostKoala	K14498	 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]	0
g10372.t1	KeggGhostKoala	K14498	 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]	0
g12495.t1	KeggGhostKoala	K14498	 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]	0
g13866.t1	KeggGhostKoala	K14498	 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]	0
g16046.t1	KeggGhostKoala	K14498	 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]	0
g25730.t1	KeggGhostKoala	K14498	 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]	0
g29327.t1	KeggGhostKoala	K14498	 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]	0
g36601.t1	KeggGhostKoala	K14499	 BKI1; BRI1 kinase inhibitor 1	0
g5215.t1	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g9437.t1	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g9437.t2	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g12447.t1	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g14524.t1	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g15910.t1	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g21121.t1	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g22232.t1	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g23657.t1	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g25702.t1	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g37744.t1	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g44663.t1	KeggGhostKoala	K14500	 BSK; BR-signaling kinase [EC:2.7.11.1]	0
g14862.t1	KeggGhostKoala	K14502	 BIN2; protein brassinosteroid insensitive 2 [EC:2.7.11.1]	0
g41763.t1	KeggGhostKoala	K14502	 BIN2; protein brassinosteroid insensitive 2 [EC:2.7.11.1]	0
g44775.t1	KeggGhostKoala	K14502	 BIN2; protein brassinosteroid insensitive 2 [EC:2.7.11.1]	0
g22288.t1	KeggGhostKoala	K14503	 BZR1_2; brassinosteroid resistant 1/2	0
g28545.t1	KeggGhostKoala	K14503	 BZR1_2; brassinosteroid resistant 1/2	0
g10951.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15184.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15185.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15186.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15187.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15188.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15189.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15190.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15191.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15192.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15193.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15194.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15197.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g15198.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g34968.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g34969.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g34970.t1	KeggGhostKoala	K14504	 TCH4; xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]	0
g13221.t1	KeggGhostKoala	K14505	 CYCD3; cyclin D3, plant	0
g13317.t1	KeggGhostKoala	K14505	 CYCD3; cyclin D3, plant	0
g19314.t1	KeggGhostKoala	K14505	 CYCD3; cyclin D3, plant	0
g22261.t1	KeggGhostKoala	K14505	 CYCD3; cyclin D3, plant	0
g43712.t1	KeggGhostKoala	K14505	 CYCD3; cyclin D3, plant	0
g11919.t1	KeggGhostKoala	K14506	 JAR1_4_6; jasmonic acid-amino synthetase [EC:6.3.2.52]	0
g1438.t1	KeggGhostKoala	K14508	 NPR1; regulatory protein NPR1	0
g4756.t1	KeggGhostKoala	K14508	 NPR1; regulatory protein NPR1	0
g5019.t1	KeggGhostKoala	K14508	 NPR1; regulatory protein NPR1	0
g17272.t1	KeggGhostKoala	K14508	 NPR1; regulatory protein NPR1	0
g17503.t1	KeggGhostKoala	K14508	 NPR1; regulatory protein NPR1	0
g20855.t1	KeggGhostKoala	K14508	 NPR1; regulatory protein NPR1	0
g23859.t1	KeggGhostKoala	K14508	 NPR1; regulatory protein NPR1	0
g40593.t1	KeggGhostKoala	K14508	 NPR1; regulatory protein NPR1	0
g40763.t1	KeggGhostKoala	K14508	 NPR1; regulatory protein NPR1	0
g7924.t1	KeggGhostKoala	K14509	 ETR, ERS; ethylene receptor [EC:2.7.13.-]	0
g16611.t1	KeggGhostKoala	K14509	 ETR, ERS; ethylene receptor [EC:2.7.13.-]	0
g48872.t1	KeggGhostKoala	K14509	 ETR, ERS; ethylene receptor [EC:2.7.13.-]	0
g49162.t1	KeggGhostKoala	K14509	 ETR, ERS; ethylene receptor [EC:2.7.13.-]	0
g8089.t1	KeggGhostKoala	K14510	 CTR1; serine/threonine-protein kinase CTR1 [EC:2.7.11.1]	0
g28171.t1	KeggGhostKoala	K14510	 CTR1; serine/threonine-protein kinase CTR1 [EC:2.7.11.1]	0
g22263.t1	KeggGhostKoala	K14512	 MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]	0
g48443.t1	KeggGhostKoala	K14513	 EIN2; ethylene-insensitive protein 2	0
g48444.t1	KeggGhostKoala	K14513	 EIN2; ethylene-insensitive protein 2	0
g48444.t2	KeggGhostKoala	K14513	 EIN2; ethylene-insensitive protein 2	0
g48444.t3	KeggGhostKoala	K14513	 EIN2; ethylene-insensitive protein 2	0
g1021.t1	KeggGhostKoala	K14514	 EIN3; ethylene-insensitive protein 3	0
g15210.t1	KeggGhostKoala	K14514	 EIN3; ethylene-insensitive protein 3	0
g15210.t2	KeggGhostKoala	K14514	 EIN3; ethylene-insensitive protein 3	0
g21597.t1	KeggGhostKoala	K14514	 EIN3; ethylene-insensitive protein 3	0
g21598.t1	KeggGhostKoala	K14514	 EIN3; ethylene-insensitive protein 3	0
g24287.t1	KeggGhostKoala	K14514	 EIN3; ethylene-insensitive protein 3	0
g24364.t1	KeggGhostKoala	K14514	 EIN3; ethylene-insensitive protein 3	0
g24369.t1	KeggGhostKoala	K14514	 EIN3; ethylene-insensitive protein 3	0
g34527.t1	KeggGhostKoala	K14514	 EIN3; ethylene-insensitive protein 3	0
g30968.t1	KeggGhostKoala	K14515	 EBF1_2; EIN3-binding F-box protein	0
g48523.t1	KeggGhostKoala	K14515	 EBF1_2; EIN3-binding F-box protein	0
g2899.t1	KeggGhostKoala	K14516	 ERF1; ethylene-responsive transcription factor 1	0
g13874.t1	KeggGhostKoala	K14516	 ERF1; ethylene-responsive transcription factor 1	0
g23902.t1	KeggGhostKoala	K14516	 ERF1; ethylene-responsive transcription factor 1	0
g33335.t1	KeggGhostKoala	K14521	 NAT10, KRE33; N-acetyltransferase 10 [EC:2.3.1.-]	0
g4921.t1	KeggGhostKoala	K14536	 RIA1; ribosome assembly protein 1 [EC:3.6.5.-]	0
g32292.t1	KeggGhostKoala	K14536	 RIA1; ribosome assembly protein 1 [EC:3.6.5.-]	0
g46727.t1	KeggGhostKoala	K14536	 RIA1; ribosome assembly protein 1 [EC:3.6.5.-]	0
g25168.t1	KeggGhostKoala	K14537	 NUG2, GNL2; nuclear GTP-binding protein	0
g9068.t1	KeggGhostKoala	K14538	 NUG1, GNL3; nuclear GTP-binding protein	0
g9069.t1	KeggGhostKoala	K14538	 NUG1, GNL3; nuclear GTP-binding protein	0
g10708.t1	KeggGhostKoala	K14538	 NUG1, GNL3; nuclear GTP-binding protein	0
g17653.t1	KeggGhostKoala	K14538	 NUG1, GNL3; nuclear GTP-binding protein	0
g27950.t1	KeggGhostKoala	K14538	 NUG1, GNL3; nuclear GTP-binding protein	0
g27951.t1	KeggGhostKoala	K14538	 NUG1, GNL3; nuclear GTP-binding protein	0
g15872.t1	KeggGhostKoala	K14539	 LSG1; large subunit GTPase 1 [EC:3.6.1.-]	0
g4633.t1	KeggGhostKoala	K14544	 UTP22, NOL6; U3 small nucleolar RNA-associated protein 22	0
g15162.t1	KeggGhostKoala	K14544	 UTP22, NOL6; U3 small nucleolar RNA-associated protein 22	0
g49463.t1	KeggGhostKoala	K14545	 RRP7; ribosomal RNA-processing protein 7	0
g6489.t1	KeggGhostKoala	K14546	 UTP5, WDR43; U3 small nucleolar RNA-associated protein 5	0
g16327.t1	KeggGhostKoala	K14546	 UTP5, WDR43; U3 small nucleolar RNA-associated protein 5	0
g31930.t1	KeggGhostKoala	K14546	 UTP5, WDR43; U3 small nucleolar RNA-associated protein 5	0
g43604.t1	KeggGhostKoala	K14546	 UTP5, WDR43; U3 small nucleolar RNA-associated protein 5	0
g30636.t1	KeggGhostKoala	K14548	 UTP4, CIRH1A; U3 small nucleolar RNA-associated protein 4	0
g31735.t1	KeggGhostKoala	K14549	 UTP15; U3 small nucleolar RNA-associated protein 15	0
g50189.t1	KeggGhostKoala	K14549	 UTP15; U3 small nucleolar RNA-associated protein 15	0
g32667.t1	KeggGhostKoala	K14550	 UTP10, HEATR1; U3 small nucleolar RNA-associated protein 10	0
g38909.t1	KeggGhostKoala	K14550	 UTP10, HEATR1; U3 small nucleolar RNA-associated protein 10	0
g38909.t2	KeggGhostKoala	K14550	 UTP10, HEATR1; U3 small nucleolar RNA-associated protein 10	0
g38910.t1	KeggGhostKoala	K14550	 UTP10, HEATR1; U3 small nucleolar RNA-associated protein 10	0
g42341.t1	KeggGhostKoala	K14550	 UTP10, HEATR1; U3 small nucleolar RNA-associated protein 10	0
g34965.t1	KeggGhostKoala	K14552	 NAN1, UTP17, WDR75; NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)	0
g38425.t1	KeggGhostKoala	K14552	 NAN1, UTP17, WDR75; NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)	0
g16917.t1	KeggGhostKoala	K14553	 UTP18; U3 small nucleolar RNA-associated protein 18	0
g37609.t1	KeggGhostKoala	K14553	 UTP18; U3 small nucleolar RNA-associated protein 18	0
g49961.t1	KeggGhostKoala	K14554	 UTP21, WDR36; U3 small nucleolar RNA-associated protein 21	0
g30242.t1	KeggGhostKoala	K14555	 UTP13, TBL3; U3 small nucleolar RNA-associated protein 13	0
g41319.t1	KeggGhostKoala	K14555	 UTP13, TBL3; U3 small nucleolar RNA-associated protein 13	0
g1394.t1	KeggGhostKoala	K14556	 DIP2, UTP12, WDR3; U3 small nucleolar RNA-associated protein 12	0
g20433.t1	KeggGhostKoala	K14556	 DIP2, UTP12, WDR3; U3 small nucleolar RNA-associated protein 12	0
g5442.t1	KeggGhostKoala	K14557	 UTP6; U3 small nucleolar RNA-associated protein 6	0
g16658.t1	KeggGhostKoala	K14557	 UTP6; U3 small nucleolar RNA-associated protein 6	0
g16744.t1	KeggGhostKoala	K14558	 PWP2, UTP1; periodic tryptophan protein 2	0
g22091.t1	KeggGhostKoala	K14558	 PWP2, UTP1; periodic tryptophan protein 2	0
g23179.t1	KeggGhostKoala	K14558	 PWP2, UTP1; periodic tryptophan protein 2	0
g32362.t1	KeggGhostKoala	K14559	 MPP10; U3 small nucleolar RNA-associated protein MPP10	0
g32362.t2	KeggGhostKoala	K14559	 MPP10; U3 small nucleolar RNA-associated protein MPP10	0
g17904.t1	KeggGhostKoala	K14560	 IMP3; U3 small nucleolar ribonucleoprotein protein IMP3	0
g47090.t1	KeggGhostKoala	K14560	 IMP3; U3 small nucleolar ribonucleoprotein protein IMP3	0
g3674.t1	KeggGhostKoala	K14561	 IMP4; U3 small nucleolar ribonucleoprotein protein IMP4	0
g17244.t1	KeggGhostKoala	K14561	 IMP4; U3 small nucleolar ribonucleoprotein protein IMP4	0
g5394.t1	KeggGhostKoala	K14563	 NOP1, FBL; rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]	0
g5396.t1	KeggGhostKoala	K14563	 NOP1, FBL; rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]	0
g31870.t1	KeggGhostKoala	K14563	 NOP1, FBL; rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]	0
g39467.t1	KeggGhostKoala	K14563	 NOP1, FBL; rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]	0
g49530.t1	KeggGhostKoala	K14563	 NOP1, FBL; rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]	0
g50773.t1	KeggGhostKoala	K14563	 NOP1, FBL; rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]	0
g299.t1	KeggGhostKoala	K14564	 NOP56; nucleolar protein 56	0
g306.t1	KeggGhostKoala	K14564	 NOP56; nucleolar protein 56	0
g14559.t1	KeggGhostKoala	K14564	 NOP56; nucleolar protein 56	0
g34763.t1	KeggGhostKoala	K14565	 NOP58; nucleolar protein 58	0
g2898.t1	KeggGhostKoala	K14566	 UTP24, FCF1; U3 small nucleolar RNA-associated protein 24	0
g7050.t1	KeggGhostKoala	K14566	 UTP24, FCF1; U3 small nucleolar RNA-associated protein 24	0
g24978.t1	KeggGhostKoala	K14566	 UTP24, FCF1; U3 small nucleolar RNA-associated protein 24	0
g43896.t1	KeggGhostKoala	K14567	 UTP14; U3 small nucleolar RNA-associated protein 14	0
g190.t1	KeggGhostKoala	K14568	 EMG1, NEP1; rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]	0
g37238.t1	KeggGhostKoala	K14568	 EMG1, NEP1; rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]	0
g37238.t2	KeggGhostKoala	K14568	 EMG1, NEP1; rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]	0
g39615.t1	KeggGhostKoala	K14568	 EMG1, NEP1; rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]	0
g39615.t2	KeggGhostKoala	K14568	 EMG1, NEP1; rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]	0
g4956.t1	KeggGhostKoala	K14569	 BMS1; ribosome biogenesis protein BMS1	0
g5343.t1	KeggGhostKoala	K14569	 BMS1; ribosome biogenesis protein BMS1	0
g17590.t1	KeggGhostKoala	K14569	 BMS1; ribosome biogenesis protein BMS1	0
g29093.t1	KeggGhostKoala	K14569	 BMS1; ribosome biogenesis protein BMS1	0
g21291.t1	KeggGhostKoala	K14570	 REX1, REXO1, RNH70; RNA exonuclease 1 [EC:3.1.-.-]	0
g25811.t1	KeggGhostKoala	K14570	 REX1, REXO1, RNH70; RNA exonuclease 1 [EC:3.1.-.-]	0
g29544.t1	KeggGhostKoala	K14570	 REX1, REXO1, RNH70; RNA exonuclease 1 [EC:3.1.-.-]	0
g35319.t1	KeggGhostKoala	K14570	 REX1, REXO1, RNH70; RNA exonuclease 1 [EC:3.1.-.-]	0
g35319.t2	KeggGhostKoala	K14570	 REX1, REXO1, RNH70; RNA exonuclease 1 [EC:3.1.-.-]	0
g36597.t1	KeggGhostKoala	K14570	 REX1, REXO1, RNH70; RNA exonuclease 1 [EC:3.1.-.-]	0
g40722.t1	KeggGhostKoala	K14570	 REX1, REXO1, RNH70; RNA exonuclease 1 [EC:3.1.-.-]	0
g46163.t1	KeggGhostKoala	K14570	 REX1, REXO1, RNH70; RNA exonuclease 1 [EC:3.1.-.-]	0
g21143.t1	KeggGhostKoala	K14571	 RIX7, NVL; ribosome biogenesis ATPase	0
g21143.t2	KeggGhostKoala	K14571	 RIX7, NVL; ribosome biogenesis ATPase	0
g35935.t1	KeggGhostKoala	K14571	 RIX7, NVL; ribosome biogenesis ATPase	0
g19996.t1	KeggGhostKoala	K14572	 MDN1, REA1; midasin	0
g19996.t2	KeggGhostKoala	K14572	 MDN1, REA1; midasin	0
g19996.t3	KeggGhostKoala	K14572	 MDN1, REA1; midasin	0
g9293.t1	KeggGhostKoala	K14573	 NOP4, RBM28; nucleolar protein 4	0
g21290.t1	KeggGhostKoala	K14574	 SDO1, SBDS; ribosome maturation protein SDO1	0
g36598.t1	KeggGhostKoala	K14574	 SDO1, SBDS; ribosome maturation protein SDO1	0
g33410.t1	KeggGhostKoala	K14593	 CCS1; capsanthin/capsorubin synthase [EC:5.3.99.8]	0
g31432.t1	KeggGhostKoala	K14595	 AOG; abscisate beta-glucosyltransferase [EC:2.4.1.263]	0
g31434.t1	KeggGhostKoala	K14595	 AOG; abscisate beta-glucosyltransferase [EC:2.4.1.263]	0
g31435.t1	KeggGhostKoala	K14595	 AOG; abscisate beta-glucosyltransferase [EC:2.4.1.263]	0
g644.t1	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g1684.t1	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g2374.t1	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g2374.t2	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g2374.t3	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g3337.t1	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g3767.t1	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g23419.t1	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g23419.t2	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g23419.t3	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g27686.t1	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g31329.t1	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g31329.t2	KeggGhostKoala	K14611	 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2	0
g3600.t1	KeggGhostKoala	K14617	 LMBRD1; LMBR1 domain-containing protein 1	0
g1950.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g3342.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g4658.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g5853.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g7333.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g7954.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g10805.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g10806.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g10807.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g17842.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g17843.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g31186.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g41393.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
g41394.t1	KeggGhostKoala	K14638	 SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	0
